sample_id,ground_truth,custom_output,custom_time,custom_wer,custom_cer,hf_output,hf_time,hf_wer,hf_cer,avg_custom_time,avg_custom_wer,avg_custom_cer,avg_hf_time,avg_hf_wer,avg_hf_cer
0,Hirvitys hyökkäsi sitä lähinnä olevan tankin kimppuun.,hirvitys hyöppäsisitä lähiillä olevan tankinki ppuun,0.1410660743713379,85.71428571428571,18.51851851851852,Hirvitys hyökkäsi sitä lähinnä olevan tankin kimppuun.,3.268915891647339,0.0,0.0,0.049750595092773436,78.03567543567544,19.932411660913814,0.7380771589279175,17.267995892995895,3.1228693651141697
1,Äänestämme siis tämänsuuntaisten tarkistusten puolesta.,päänestämme siis tämän suuntaisten tarkistusten puolestam,0.07619452476501465,80.0,7.2727272727272725,Äänestämme siis tämän suuntaisten tarkistusten puolesta.,1.421990156173706,40.0,1.8181818181818181,0.049750595092773436,78.03567543567544,19.932411660913814,0.7380771589279175,17.267995892995895,3.1228693651141697
2,Kuin kimppuun ampuen.,kui kimppoon ampuen,0.03699541091918945,100.0,23.80952380952381,Kuin kimppuun ampuen.,0.9925305843353271,0.0,0.0,0.049750595092773436,78.03567543567544,19.932411660913814,0.7380771589279175,17.267995892995895,3.1228693651141697
3,"Hän oli aina ollut niin taiteellinen, että arvasinkin, että hän voisi voittaa.",hänoli paino ollut niin päitelynyt että arvoisikin että hän voisi voipaa,0.10417437553405762,50.0,24.358974358974358,"Hän oli aina ollut niin taiteellinen, että arvasinkin, että hän voisi voittaa.",1.4067516326904297,0.0,0.0,0.049750595092773436,78.03567543567544,19.932411660913814,0.7380771589279175,17.267995892995895,3.1228693651141697
4,"Avasin silmäni, ja aloin tokkurassa prosessoida sitä, mitä Tukuk oli juuri sanonut.", avasin silmäli ihän oin pokkuraste poseseoide sitä mitä kuku koli jukiissa ollu,0.07434296607971191,91.66666666666667,32.53012048192771,"Avasin silmäni ja haluan Tokkurassa prosessoida sitä, mitä Tukuk oli juuri sanonut.",0.9040853977203369,25.0,6.024096385542169,0.049750595092773436,78.03567543567544,19.932411660913814,0.7380771589279175,17.267995892995895,3.1228693651141697
5,Ja siihen luottivat toisetkin.,ja siihen luottivat poiseeni,0.040619611740112305,50.0,20.0,Ja siihen luottivat toisetkin.,0.4775729179382324,0.0,0.0,0.049750595092773436,78.03567543567544,19.932411660913814,0.7380771589279175,17.267995892995895,3.1228693651141697
6,Äänestimme tietenkin tätä kohtaa vastaan.,äänestimme tietenkin pepäkohtaa vastaamne,0.03919100761413574,80.0,17.073170731707318,Äänestimme tietenkin tätä kohtaa vastaan.,0.6563293933868408,0.0,0.0,0.049750595092773436,78.03567543567544,19.932411660913814,0.7380771589279175,17.267995892995895,3.1228693651141697
7,Äänestimme näin ollen nykyistä suositusta vastaan.,äänestimme näin ollen upste suostusta vastaan,0.04335141181945801,66.66666666666667,18.0,Äänestimme näin ollen lopuista suositusta vastaan.,0.7206010818481445,16.666666666666668,10.0,0.049750595092773436,78.03567543567544,19.932411660913814,0.7380771589279175,17.267995892995895,3.1228693651141697
8,"Ja sillä oli korvat päässä, punaiset.",jasillä oli korva päässä olaasine,0.04801511764526367,83.33333333333333,29.72972972972973,"Ja sillä oli korot päässä, kun naiset.",0.5930633544921875,50.0,13.513513513513514,0.049750595092773436,78.03567543567544,19.932411660913814,0.7380771589279175,17.267995892995895,3.1228693651141697
9,Eikä rakkineessa ollut avaimellekaan paikkaa.,eikä hätpime suutaa vaimellekään paikukkaaa,0.052341461181640625,100.0,44.44444444444444,Eikä rakkineessa ollut avaimellekaan paikkaa.,0.6879265308380127,0.0,0.0,0.049750595092773436,78.03567543567544,19.932411660913814,0.7380771589279175,17.267995892995895,3.1228693651141697
10,Äänestin direktiivin hylkäämistä koskevan tarkistuksen puolesta.,äänestin direktiyn hylkäämistä koskevan tarvistuksen puolesta,0.05727529525756836,66.66666666666667,9.375,Äänestin direktiivin hylkäämistä koskevan tarkistuksen puolesta.,0.8325541019439697,0.0,0.0,0.049750595092773436,78.03567543567544,19.932411660913814,0.7380771589279175,17.267995892995895,3.1228693651141697
11,Äänestimme siis kyseisiä tarkistuksia vastaan ja koko tekstistä tyhjää.,äänestimme siis kyseisiä tarkistuksia vahtaan ja kkotekistyiste tyhjää,0.06082940101623535,55.55555555555556,11.267605633802816,"Äänestimme siis kyseisiä tarkistuksia vastaan, ja koko tekstistä tyhjää.",0.8966145515441895,11.11111111111111,1.408450704225352,0.049750595092773436,78.03567543567544,19.932411660913814,0.7380771589279175,17.267995892995895,3.1228693651141697
12,"Polutonta rinnettä, sakeaan viidakkoon.",oluluntarinnetpä sakean viidakon,0.051654815673828125,100.0,25.641025641025642,Olutonta rinnettä sakeaan viidakkoon.,0.6205234527587891,50.0,7.6923076923076925,0.049750595092773436,78.03567543567544,19.932411660913814,0.7380771589279175,17.267995892995895,3.1228693651141697
13,Ylpeä se oli ollut kesällä.,ypeä se oli ollut kesälle,0.03388190269470215,40.0,14.814814814814815,Ylpeä se oli ollut kesällä.,0.541802167892456,0.0,0.0,0.049750595092773436,78.03567543567544,19.932411660913814,0.7380771589279175,17.267995892995895,3.1228693651141697
14,Äänestän tätä tekstiä vastaan., päänestänyt täytty tekstiä vastaan,0.042383432388305664,75.0,30.0,Äänestän tätä tekstiä vastaan.,0.564577579498291,0.0,0.0,0.049750595092773436,78.03567543567544,19.932411660913814,0.7380771589279175,17.267995892995895,3.1228693651141697
15,"Äänestän näin ollen tyhjää, koska ehdotukseen sisältyy sekä kielteisiä että myönteisiä kohtia.",kpäänestän näin olle pyhjään koska ehdutukkel isääntyi sikö keilteisiä että myönteisiä kohtia,0.06667041778564453,66.66666666666667,20.21276595744681,"Äänestän näin ollen tyhjää, koska ehdotukseen sisältyy sekä kielteisiä että mönteisiä kohtia.",1.1410608291625977,8.333333333333334,1.0638297872340425,0.049750595092773436,78.03567543567544,19.932411660913814,0.7380771589279175,17.267995892995895,3.1228693651141697
16,Lääkäri saapui paikalle.,pylääkäri saa pui paikalle,0.015668392181396484,133.33333333333334,20.833333333333332,Lääkäri saapui paikalle.,0.5302519798278809,0.0,0.0,0.049750595092773436,78.03567543567544,19.932411660913814,0.7380771589279175,17.267995892995895,3.1228693651141697
17,Tuodakseen joukkoja maasta auttamaan vallankumouksessa Mysteerimies oli järjestänyt kymmenkunta sota-alusta maahan.,tuoraksen joukkoja maasta auttaman vallonpumuksissa myhteerimiess oli järjestänyt kimmen kun tassapaalusta maahan,0.08190774917602539,72.72727272727273,16.52173913043478,Tuodakseen joukkoja maasta auttamaan vallankumouksessa Mysteerimies oli järjestänyt kymmenkunta sota-alusta maahan.,1.2474513053894043,0.0,0.0,0.049750595092773436,78.03567543567544,19.932411660913814,0.7380771589279175,17.267995892995895,3.1228693651141697
18,Kuljettaja löysi paikalle ilman vaikeuksia,kuljetteelyisi paikalle ilman vaikeuksia,0.05561065673828125,40.0,16.666666666666668,Koljettaja löysi paikalle ilman vaikeuksia.,0.6818945407867432,40.0,4.761904761904762,0.049750595092773436,78.03567543567544,19.932411660913814,0.7380771589279175,17.267995892995895,3.1228693651141697
19,Äänestimme siksi mietinnön puolesta.,äänestimme siksi mietinnön puolesta,0.0406489372253418,50.0,5.555555555555555,Äänestimme siksi mietinnön puolesta.,0.6224477291107178,0.0,0.0,0.049750595092773436,78.03567543567544,19.932411660913814,0.7380771589279175,17.267995892995895,3.1228693651141697
20,Äänestin mietinnön sisältämien suositusten puolesta.,äänestin mietinnö sisältämien suositusten puolesta,0.06034231185913086,60.0,5.769230769230769,Äänestin mietinnön sisältämien suositusten puolesta.,0.7479956150054932,0.0,0.0,0.049750595092773436,78.03567543567544,19.932411660913814,0.7380771589279175,17.267995892995895,3.1228693651141697
21,Söi matorohdot paljaaltaan.,seimatorusut paljaltaan,0.018876075744628906,100.0,33.333333333333336,Se ei matorohdu paljaltaan.,0.5245466232299805,133.33333333333334,22.22222222222222,0.049750595092773436,78.03567543567544,19.932411660913814,0.7380771589279175,17.267995892995895,3.1228693651141697
22,Äänestäjät eivät vakuutu myötätunnostamme.,äänestet eivät vakuutu myötä tunnustamme,0.03662896156311035,75.0,16.666666666666668,Äänesteet eivät vakuutu myötätunnostamme.,0.7303297519683838,25.0,7.142857142857143,0.049750595092773436,78.03567543567544,19.932411660913814,0.7380771589279175,17.267995892995895,3.1228693651141697
